DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,Latitude,Longitude,FRP
2021/11/29 05:22:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,2,2.6,0.0,-2.94503,-59.86547,0.8
2021/10/07 05:16:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,2,49.5,0.0,-3.07352,-59.40065,1.9
2021/09/03 05:55:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,0,3.3,0.0,-3.04761,-59.90077,2.5
2021/09/07 17:17:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,3,0.5,0.1,-3.11271,-59.42824,50.3
2021/09/07 17:17:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,3,0.4,0.0,-3.1043,-59.41839,16.0
2021/09/05 17:56:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,0,0.6,0.0,-3.08277,-59.43384,45.7
2021/09/05 17:56:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,0,0.5,0.0,-3.081,-59.42306,10.7
2021/09/05 17:56:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,0,0.6,0.0,-3.08188,-59.42841,10.7
2021/09/05 17:56:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,0,0.6,0.0,-3.0868,-59.42768,10.7
2021/09/05 17:56:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,0,0.6,0.0,-3.08769,-59.4331,45.7
2021/09/05 17:56:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,0,0.6,0.0,-3.08857,-59.43848,45.7
2021/09/05 17:56:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,0,0.7,0.0,-3.11717,-59.4285,4.8
2021/09/06 17:37:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,0,0.6,0.0,-2.06415,-60.09254,5.6
2021/09/10 05:23:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,0,0.4,-999.0,-3.11789,-59.92941,1.7
2021/09/10 05:23:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,0,1.5,-999.0,-2.95482,-60.01624,0.4
2021/09/09 05:42:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,0,22.8,-999.0,-3.11566,-59.92906,0.9
2021/09/11 17:41:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,0,2.6,0.0,-2.93656,-60.46344,4.3
2021/09/12 17:24:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,0,0.0,0.0,-2.73851,-60.20301,4.5
2021/09/12 17:24:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,0,0.9,0.0,-2.20872,-60.01997,12.5
2021/09/13 17:05:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,4,0.4,0.0,-3.11081,-59.41747,38.2
2021/09/13 17:05:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,4,0.5,0.0,-3.11054,-59.44359,31.9
2021/09/13 17:05:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,4,0.4,0.0,-3.10828,-59.44599,40.1
2021/09/13 17:05:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,4,0.4,0.0,-3.1075,-59.4409,55.1
2021/09/13 17:05:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,4,0.4,0.0,-3.10657,-59.44422,26.9
2021/09/13 17:05:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,4,0.4,0.1,-3.10583,-59.43913,26.9
2021/09/13 17:05:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,4,0.3,0.0,-3.10063,-59.36914,5.6
2021/09/13 17:05:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,4,0.3,0.0,-3.1002,-59.37224,5.7
2021/09/13 17:05:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,2,5.1,0.0,-2.88853,-60.16165,4.6
2021/09/13 17:05:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,2,4.8,0.0,-2.886,-60.16106,1.6
2021/09/13 17:05:00,NOAA-20,Brasil,AMAZONAS,MANAUS,Amazônia,2,0.3,0.0,-2.81608,-60.01685,3.4
