time_stamp,humidity,temperature,pressure,pm2.5_atm,pm2.5_cf_1
2020-01-01T00:00:00Z,55.554,94.933,1007.338,10.913499999999999,11.608
2020-02-01T00:00:00Z,53.022,95.785,1008.093,9.3185,9.379999999999999
2020-03-01T00:00:00Z,57.548,92.588,1007.281,7.2835,7.317500000000001
2020-04-01T00:00:00Z,61.333,90.981,1008.837,3.9405,3.9530000000000003
2020-05-01T00:00:00Z,61.571,91.215,1009.252,4.591,4.6259999999999994
2020-06-01T00:00:00Z,59.052,91.635,1009.394,8.131499999999999,8.309
2020-07-01T00:00:00Z,52.455,93.866,1008.128,13.855,14.434
2020-08-01T00:00:00Z,48.213,95.445,1007.865,30.5825,36.548500000000004
2020-09-01T00:00:00Z,51.479,94.612,1007.155,26.994,30.229
2020-10-01T00:00:00Z,55.186,93.291,1007.023,24.173000000000002,25.7225
2020-11-01T00:00:00Z,58.913,92.144,1006.363,10.857,11.054
2020-12-01T00:00:00Z,58.171,92.006,1006.534,10.479,10.645
2021-01-01T00:00:00Z,60.96,90.285,1006.782,6.314,6.4605
2021-02-01T00:00:00Z,59.72,90.935,1006.819,6.093,6.109999999999999
2021-03-01T00:00:00Z,61.688,89.485,1007.478,4.8325,4.8580000000000005
2021-04-01T00:00:00Z,58.783,91.706,1007.206,4.904999999999999,4.933
2021-05-01T00:00:00Z,58.899,92.08,1008.368,7.035,7.093
2021-06-01T00:00:00Z,56.575,92.307,1008.958,9.51,9.581
2021-07-01T00:00:00Z,54.302,92.072,1010.201,10.5245,10.6945
2021-08-01T00:00:00Z,51.194,95.334,1007.81,9.675,10.122499999999999
2021-09-01T00:00:00Z,52.34,94.749,1008.013,7.739,7.861
2021-10-01T00:00:00Z,52.555,95.224,1006.456,17.7305,18.747
2021-11-01T00:00:00Z,58.392,92.726,1005.984,9.3915,9.426
2021-12-01T00:00:00Z,60.385,92.119,1005.765,6.7385,6.827
2022-01-01T00:00:00Z,57.439,92.395,1007.07,6.4915,6.574
2022-02-01T00:00:00Z,59.99,91.041,1006.87,4.7085,4.713
2022-03-01T00:00:00Z,61.122,90.442,1006.68,3.2880000000000003,3.2990000000000004
2022-04-01T00:00:00Z,60.865,91.317,1006.688,5.3225,5.346
2022-05-01T00:00:00Z,57.253,92.59,1008.476,6.468,6.5065
2022-06-01T00:00:00Z,57.405,91.51,1008.358,6.7005,6.813
2022-07-01T00:00:00Z,51.208,94.947,1007.83,11.4505,11.792
2022-08-01T00:00:00Z,49.346,95.732,1007.706,23.9925,28.9045
2022-09-01T00:00:00Z,47.708,97.458,1006.458,28.936500000000002,33.602
2022-10-01T00:00:00Z,50.413,96.257,1005.936,22.9345,24.1035
2022-11-01T00:00:00Z,51.55,95.881,1006.271,15.268500000000001,15.516
2022-12-01T00:00:00Z,53.542,95.489,1006.1,7.835,7.88
2023-01-01T00:00:00Z,57.361,92.409,1007.377,5.1985,5.205
2023-02-01T00:00:00Z,58.403,92.179,1007.109,3.673,3.6755
2023-03-01T00:00:00Z,58.972,92.13,1007.133,5.731,5.7375
2023-04-01T00:00:00Z,57.872,92.818,1006.692,4.823,4.841
2023-05-01T00:00:00Z,57.192,93.924,1007.59,5.1695,5.209
2023-06-01T00:00:00Z,54.28,94.017,1008.828,8.0785,8.243500000000001
2023-07-01T00:00:00Z,49.444,96.046,1008.484,13.9495,14.1495
2023-08-01T00:00:00Z,47.382,98.025,1007.1,20.646,21.576999999999998
2023-09-01T00:00:00Z,45.436,99.066,1005.984,36.577,45.1415
2023-10-01T00:00:00Z,45.488,99.689,1004.776,52.596999999999994,71.601
2023-11-01T00:00:00Z,48.475,98.914,1004.709,47.724000000000004,64.5465
