year;areakm;municipality;geocode_ibge;state
2016;0;Eirunepé;1301407;Amazonas
2017;0,0073105681448338644;Eirunepé;1301407;Amazonas
2018;0,0073105681448338644;Eirunepé;1301407;Amazonas
2019;0;Eirunepé;1301407;Amazonas
2020;0,04247959641536796;Eirunepé;1301407;Amazonas
2021;0;Eirunepé;1301407;Amazonas
2022;0;Eirunepé;1301407;Amazonas
2023;0;Eirunepé;1301407;Amazonas
2000;0;Envira;1301506;Amazonas
2001;0;Envira;1301506;Amazonas
2002;0;Envira;1301506;Amazonas
2003;0;Envira;1301506;Amazonas
2004;0;Envira;1301506;Amazonas
2005;0;Envira;1301506;Amazonas
2006;0;Envira;1301506;Amazonas
2007;0;Envira;1301506;Amazonas
2008;0;Envira;1301506;Amazonas
2009;0;Envira;1301506;Amazonas
2010;0;Envira;1301506;Amazonas
2011;0;Envira;1301506;Amazonas
2012;0;Envira;1301506;Amazonas
2013;0;Envira;1301506;Amazonas
2014;0;Envira;1301506;Amazonas
2015;0;Envira;1301506;Amazonas
2016;0;Envira;1301506;Amazonas
2017;0;Envira;1301506;Amazonas
2018;0;Envira;1301506;Amazonas
2019;0;Envira;1301506;Amazonas
2020;0;Envira;1301506;Amazonas
2021;0;Envira;1301506;Amazonas
2022;0;Envira;1301506;Amazonas
2023;0;Envira;1301506;Amazonas
2000;0;Fonte Boa;1301605;Amazonas
2001;0,031763023020948515;Fonte Boa;1301605;Amazonas
2002;0,031763023020948515;Fonte Boa;1301605;Amazonas
2003;0;Fonte Boa;1301605;Amazonas
2004;0;Fonte Boa;1301605;Amazonas
2005;0;Fonte Boa;1301605;Amazonas
2006;0;Fonte Boa;1301605;Amazonas
2007;0;Fonte Boa;1301605;Amazonas
2008;0;Fonte Boa;1301605;Amazonas
2009;0,022951076196999952;Fonte Boa;1301605;Amazonas
2010;0,022951076196999952;Fonte Boa;1301605;Amazonas
2011;0;Fonte Boa;1301605;Amazonas
2012;0;Fonte Boa;1301605;Amazonas
2013;0;Fonte Boa;1301605;Amazonas
2014;0;Fonte Boa;1301605;Amazonas
2015;0;Fonte Boa;1301605;Amazonas
2016;0;Fonte Boa;1301605;Amazonas
2017;0;Fonte Boa;1301605;Amazonas
2018;0;Fonte Boa;1301605;Amazonas
2019;0;Fonte Boa;1301605;Amazonas
2020;0;Fonte Boa;1301605;Amazonas
2021;0;Fonte Boa;1301605;Amazonas
2022;0;Fonte Boa;1301605;Amazonas
2023;0;Fonte Boa;1301605;Amazonas
2000;0;Guajará;1301654;Amazonas
2001;0,00876736881040128;Guajará;1301654;Amazonas
2002;0,00876736881040128;Guajará;1301654;Amazonas
2003;0;Guajará;1301654;Amazonas
2004;0;Guajará;1301654;Amazonas
2005;0,016630895595844495;Guajará;1301654;Amazonas
2006;0,016630895595844495;Guajará;1301654;Amazonas
2007;0,005499624884528389;Guajará;1301654;Amazonas
2008;0,005499624884528389;Guajará;1301654;Amazonas
2009;0;Guajará;1301654;Amazonas
2010;0;Guajará;1301654;Amazonas
2011;0,02616123937027006;Guajará;1301654;Amazonas
2012;0,02616123937027006;Guajará;1301654;Amazonas
2013;0,02616123937027006;Guajará;1301654;Amazonas
2014;0;Guajará;1301654;Amazonas
2015;0;Guajará;1301654;Amazonas
2016;0;Guajará;1301654;Amazonas
2017;0,13346088292585667;Guajará;1301654;Amazonas
2018;0,13346088292585667;Guajará;1301654;Amazonas
2019;0;Guajará;1301654;Amazonas
2020;0,13028665579329168;Guajará;1301654;Amazonas
2021;0,3314472526192874;Guajará;1301654;Amazonas
2022;0,41131268946534344;Guajará;1301654;Amazonas
2023;0,4111022589367249;Guajará;1301654;Amazonas
2000;97,06300426908014;Humaitá;1301704;Amazonas
2001;13,874877168690524;Humaitá;1301704;Amazonas
2002;13,874877168690524;Humaitá;1301704;Amazonas
2003;16,974926194530376;Humaitá;1301704;Amazonas
2004;16,974926194530376;Humaitá;1301704;Amazonas
2005;6,476917971884396;Humaitá;1301704;Amazonas
2006;6,476917971884396;Humaitá;1301704;Amazonas
2007;3,23070752894571;Humaitá;1301704;Amazonas
2008;3,23070752894571;Humaitá;1301704;Amazonas
2009;0,3687666590102055;Humaitá;1301704;Amazonas
2010;0,3687666590102055;Humaitá;1301704;Amazonas
2011;8,816716508896656;Humaitá;1301704;Amazonas
2012;8,816716508896656;Humaitá;1301704;Amazonas
2013;8,816716508896656;Humaitá;1301704;Amazonas
2014;1,6405780054628383;Humaitá;1301704;Amazonas
2015;3,145459504733139;Humaitá;1301704;Amazonas
2016;3,145459504733139;Humaitá;1301704;Amazonas
2017;3,0382143774941706;Humaitá;1301704;Amazonas
2018;3,0382143774941706;Humaitá;1301704;Amazonas
2019;23,14451755567518;Humaitá;1301704;Amazonas
2020;15,96070149816329;Humaitá;1301704;Amazonas
2021;12,235754654348028;Humaitá;1301704;Amazonas
2022;9,391463348203327;Humaitá;1301704;Amazonas
2023;3,4326923387984345;Humaitá;1301704;Amazonas
2000;4,4763849255279995;Ipixuna;1301803;Amazonas
2001;0,15385688343376674;Ipixuna;1301803;Amazonas
2002;0,15385688343376674;Ipixuna;1301803;Amazonas
2003;0,05481204781057974;Ipixuna;1301803;Amazonas
2004;0,05481204781057974;Ipixuna;1301803;Amazonas
2005;0,00593505405052347;Ipixuna;1301803;Amazonas
2006;0,00593505405052347;Ipixuna;1301803;Amazonas
2007;0,011029488603731957;Ipixuna;1301803;Amazonas
2008;0,011029488603731957;Ipixuna;1301803;Amazonas
2009;0,01820606761100362;Ipixuna;1301803;Amazonas
2010;0,01820606761100362;Ipixuna;1301803;Amazonas
2011;0,018101005873844684;Ipixuna;1301803;Amazonas
2012;0,018101005873844684;Ipixuna;1301803;Amazonas
2013;0,018101005873844684;Ipixuna;1301803;Amazonas
2014;0,040596530778426856;Ipixuna;1301803;Amazonas
2015;0;Ipixuna;1301803;Amazonas
2016;0;Ipixuna;1301803;Amazonas
2017;0;Ipixuna;1301803;Amazonas
2018;0;Ipixuna;1301803;Amazonas
2019;0,010390723045436376;Ipixuna;1301803;Amazonas
2020;0,06685231238359571;Ipixuna;1301803;Amazonas
2021;0;Ipixuna;1301803;Amazonas
2022;0;Ipixuna;1301803;Amazonas
2023;0;Ipixuna;1301803;Amazonas
2000;27,80675848066524;Iranduba;1301852;Amazonas
2001;2,6328338031439653;Iranduba;1301852;Amazonas
2002;2,6328338031439653;Iranduba;1301852;Amazonas
2003;2,0023960710255415;Iranduba;1301852;Amazonas
2004;2,0023960710255415;Iranduba;1301852;Amazonas
2005;1,718587264293741;Iranduba;1301852;Amazonas
2006;1,718587264293741;Iranduba;1301852;Amazonas
2007;1,1962097998783012;Iranduba;1301852;Amazonas
2008;1,1962097998783012;Iranduba;1301852;Amazonas
2009;0,5687277648728555;Iranduba;1301852;Amazonas
2010;0,5687277648728555;Iranduba;1301852;Amazonas
2011;0,6536374906483836;Iranduba;1301852;Amazonas
2012;0,6536374906483836;Iranduba;1301852;Amazonas
2013;0,6536374906483836;Iranduba;1301852;Amazonas
2014;0,03368348888788086;Iranduba;1301852;Amazonas
2015;0,0803917826495916;Iranduba;1301852;Amazonas
2016;0,0803917826495916;Iranduba;1301852;Amazonas
2017;0,3762747455522742;Iranduba;1301852;Amazonas
2018;0,3762747455522742;Iranduba;1301852;Amazonas
2019;0,17061460710796789;Iranduba;1301852;Amazonas
2020;2,179980613047716;Iranduba;1301852;Amazonas
2021;0,2958974571725264;Iranduba;1301852;Amazonas
2022;0,7052687075919202;Iranduba;1301852;Amazonas
2023;0,3632024930531904;Iranduba;1301852;Amazonas
2000;93,49664376068169;Itacoatiara;1301902;Amazonas
2001;6,456528152685602;Itacoatiara;1301902;Amazonas
2002;6,456528152685602;Itacoatiara;1301902;Amazonas
2003;3,089626590634672;Itacoatiara;1301902;Amazonas
2004;3,089626590634672;Itacoatiara;1301902;Amazonas
2005;4,490594307703988;Itacoatiara;1301902;Amazonas
2006;4,490594307703988;Itacoatiara;1301902;Amazonas
2007;1,0678960316762853;Itacoatiara;1301902;Amazonas
2008;1,0678960316762853;Itacoatiara;1301902;Amazonas
2009;1,3550183359990788;Itacoatiara;1301902;Amazonas
2010;1,3550183359990788;Itacoatiara;1301902;Amazonas
2011;0,9792493171711196;Itacoatiara;1301902;Amazonas
2012;0,9792493171711196;Itacoatiara;1301902;Amazonas
2013;0,9792493171711196;Itacoatiara;1301902;Amazonas
2014;2,538099657405561;Itacoatiara;1301902;Amazonas
2015;1,5239510049178702;Itacoatiara;1301902;Amazonas
2016;1,5239510049178702;Itacoatiara;1301902;Amazonas
2017;1,9212975650534942;Itacoatiara;1301902;Amazonas
2018;1,9212975650534942;Itacoatiara;1301902;Amazonas
2019;2,506453034070787;Itacoatiara;1301902;Amazonas
2020;2,2086947352253348;Itacoatiara;1301902;Amazonas
2021;2,3372264411648285;Itacoatiara;1301902;Amazonas
2022;2,306716686414176;Itacoatiara;1301902;Amazonas
2023;1,68133007823711;Itacoatiara;1301902;Amazonas
2000;0,14262206982826592;Itamarati;1301951;Amazonas
2001;0,007561498992749226;Itamarati;1301951;Amazonas
2002;0,007561498992749226;Itamarati;1301951;Amazonas
2003;0;Itamarati;1301951;Amazonas
2004;0;Itamarati;1301951;Amazonas
2005;0;Itamarati;1301951;Amazonas
2006;0;Itamarati;1301951;Amazonas
2007;0;Itamarati;1301951;Amazonas
2008;0;Itamarati;1301951;Amazonas
2009;0;Itamarati;1301951;Amazonas
2010;0;Itamarati;1301951;Amazonas
2011;0;Itamarati;1301951;Amazonas
2012;0;Itamarati;1301951;Amazonas
2013;0;Itamarati;1301951;Amazonas
2014;0;Itamarati;1301951;Amazonas
2015;0;Itamarati;1301951;Amazonas
2016;0;Itamarati;1301951;Amazonas
2017;0;Itamarati;1301951;Amazonas
2018;0;Itamarati;1301951;Amazonas
2019;0;Itamarati;1301951;Amazonas
2020;0;Itamarati;1301951;Amazonas
2021;0;Itamarati;1301951;Amazonas
2022;0;Itamarati;1301951;Amazonas
2023;0;Itamarati;1301951;Amazonas
2000;10,849776777569248;Itapiranga;1302009;Amazonas
2001;2,469307963677486;Itapiranga;1302009;Amazonas
2002;2,469307963677486;Itapiranga;1302009;Amazonas
2003;1,469599791442843;Itapiranga;1302009;Amazonas
2004;1,469599791442843;Itapiranga;1302009;Amazonas
2005;0,9629956147041937;Itapiranga;1302009;Amazonas
2006;0,9629956147041937;Itapiranga;1302009;Amazonas
2007;0;Itapiranga;1302009;Amazonas
2008;0;Itapiranga;1302009;Amazonas
2009;0,23266338066231654;Itapiranga;1302009;Amazonas
2010;0,23266338066231654;Itapiranga;1302009;Amazonas
2011;0,36345264276312816;Itapiranga;1302009;Amazonas
2012;0,36345264276312816;Itapiranga;1302009;Amazonas
2013;0,36345264276312816;Itapiranga;1302009;Amazonas
2014;0,6103103853225376;Itapiranga;1302009;Amazonas
2015;0,1539722311955544;Itapiranga;1302009;Amazonas
2016;0,1539722311955544;Itapiranga;1302009;Amazonas
2017;0,1172185673675826;Itapiranga;1302009;Amazonas
2018;0,1172185673675826;Itapiranga;1302009;Amazonas
2019;0,58486463494217;Itapiranga;1302009;Amazonas
2020;1,213748555463989;Itapiranga;1302009;Amazonas
2021;0;Itapiranga;1302009;Amazonas
2022;0,6238038813741777;Itapiranga;1302009;Amazonas
2023;0,3179158264350133;Itapiranga;1302009;Amazonas
2000;0;Japurá;1302108;Amazonas
2001;0;Japurá;1302108;Amazonas
2002;0;Japurá;1302108;Amazonas
2003;0;Japurá;1302108;Amazonas
2004;0;Japurá;1302108;Amazonas
2005;0;Japurá;1302108;Amazonas
2006;0;Japurá;1302108;Amazonas
2007;0;Japurá;1302108;Amazonas
2008;0;Japurá;1302108;Amazonas
2009;0;Japurá;1302108;Amazonas
2010;0;Japurá;1302108;Amazonas
2011;0;Japurá;1302108;Amazonas
2012;0;Japurá;1302108;Amazonas
2013;0;Japurá;1302108;Amazonas
2014;0;Japurá;1302108;Amazonas
2015;0;Japurá;1302108;Amazonas
2016;0;Japurá;1302108;Amazonas
2017;0;Japurá;1302108;Amazonas
2018;0;Japurá;1302108;Amazonas
2019;0;Japurá;1302108;Amazonas
2020;0;Japurá;1302108;Amazonas
2021;0;Japurá;1302108;Amazonas
2022;0;Japurá;1302108;Amazonas
2023;0;Japurá;1302108;Amazonas
2000;0;Juruá;1302207;Amazonas
2001;0;Juruá;1302207;Amazonas
2002;0;Juruá;1302207;Amazonas
2003;0;Juruá;1302207;Amazonas
2004;0;Juruá;1302207;Amazonas
2005;0,03565091567507859;Juruá;1302207;Amazonas
2006;0,03565091567507859;Juruá;1302207;Amazonas
2007;0;Juruá;1302207;Amazonas
2008;0;Juruá;1302207;Amazonas
2009;0;Juruá;1302207;Amazonas
2010;0;Juruá;1302207;Amazonas
2011;0;Juruá;1302207;Amazonas
2012;0;Juruá;1302207;Amazonas
2013;0;Juruá;1302207;Amazonas
2014;0;Juruá;1302207;Amazonas
2015;0;Juruá;1302207;Amazonas
2016;0;Juruá;1302207;Amazonas
2017;0,00759149714020305;Juruá;1302207;Amazonas
2018;0,00759149714020305;Juruá;1302207;Amazonas
2019;0;Juruá;1302207;Amazonas
2020;0;Juruá;1302207;Amazonas
2021;0;Juruá;1302207;Amazonas
2022;0;Juruá;1302207;Amazonas
2023;0,12306948425051616;Juruá;1302207;Amazonas
2000;0,059091501096704926;Jutaí;1302306;Amazonas
2001;0;Jutaí;1302306;Amazonas
2002;0;Jutaí;1302306;Amazonas
2003;0,014461203154153286;Jutaí;1302306;Amazonas
2004;0,014461203154153286;Jutaí;1302306;Amazonas
2005;0;Jutaí;1302306;Amazonas
2006;0;Jutaí;1302306;Amazonas
2007;0;Jutaí;1302306;Amazonas
2008;0;Jutaí;1302306;Amazonas
2009;0;Jutaí;1302306;Amazonas
2010;0;Jutaí;1302306;Amazonas
2011;0;Jutaí;1302306;Amazonas
2012;0;Jutaí;1302306;Amazonas
2013;0;Jutaí;1302306;Amazonas
2014;0;Jutaí;1302306;Amazonas
2015;0;Jutaí;1302306;Amazonas
2016;0;Jutaí;1302306;Amazonas
2017;0;Jutaí;1302306;Amazonas
2018;0;Jutaí;1302306;Amazonas
2019;0;Jutaí;1302306;Amazonas
2020;0;Jutaí;1302306;Amazonas
2021;0;Jutaí;1302306;Amazonas
2022;0;Jutaí;1302306;Amazonas
2023;0;Jutaí;1302306;Amazonas
2000;5,0822449776287195;Lábrea;1302405;Amazonas
2001;0,9097328388422469;Lábrea;1302405;Amazonas
2002;0,9097328388422469;Lábrea;1302405;Amazonas
2003;0,47114463617649405;Lábrea;1302405;Amazonas
2004;0,47114463617649405;Lábrea;1302405;Amazonas
2005;2,4143511913155735;Lábrea;1302405;Amazonas
2006;2,4143511913155735;Lábrea;1302405;Amazonas
2007;1,4776461739082438;Lábrea;1302405;Amazonas
2008;1,4776461739082438;Lábrea;1302405;Amazonas
2009;0,3316776488748194;Lábrea;1302405;Amazonas
2010;0,3316776488748194;Lábrea;1302405;Amazonas
2011;0,24804781505071793;Lábrea;1302405;Amazonas
2012;0,24804781505071793;Lábrea;1302405;Amazonas
2013;0,24804781505071793;Lábrea;1302405;Amazonas
2014;0,3717028967291123;Lábrea;1302405;Amazonas
2015;0,2081483914745818;Lábrea;1302405;Amazonas
2016;0,2081483914745818;Lábrea;1302405;Amazonas
2017;0,13222100024431602;Lábrea;1302405;Amazonas
2018;0,13222100024431602;Lábrea;1302405;Amazonas
2019;0,6059234182090292;Lábrea;1302405;Amazonas
2020;0,36857392801492594;Lábrea;1302405;Amazonas
2021;1,2501043618213026;Lábrea;1302405;Amazonas
2022;0,74927234367504;Lábrea;1302405;Amazonas
2023;0,4449589278080639;Lábrea;1302405;Amazonas
2000;20,18970985825173;Manacapuru;1302504;Amazonas
2001;3,270119846515337;Manacapuru;1302504;Amazonas
2002;3,270119846515337;Manacapuru;1302504;Amazonas
2003;1,5107979708224153;Manacapuru;1302504;Amazonas
2004;1,5107979708224153;Manacapuru;1302504;Amazonas
2005;1,6126034855641664;Manacapuru;1302504;Amazonas
2006;1,6126034855641664;Manacapuru;1302504;Amazonas
2007;2,408316438604369;Manacapuru;1302504;Amazonas
2008;2,408316438604369;Manacapuru;1302504;Amazonas
2009;1,368958087612513;Manacapuru;1302504;Amazonas
2010;1,368958087612513;Manacapuru;1302504;Amazonas
2011;0,5521626846068698;Manacapuru;1302504;Amazonas
2012;0,5521626846068698;Manacapuru;1302504;Amazonas
2013;0,5521626846068698;Manacapuru;1302504;Amazonas
2014;0,03755128760367466;Manacapuru;1302504;Amazonas
2015;0,506742659501056;Manacapuru;1302504;Amazonas
2016;0,506742659501056;Manacapuru;1302504;Amazonas
2017;0,6192999900282014;Manacapuru;1302504;Amazonas
2018;0,6192999900282014;Manacapuru;1302504;Amazonas
2019;0,32461373144220595;Manacapuru;1302504;Amazonas
2020;1,1128868616586303;Manacapuru;1302504;Amazonas
2021;0,3452374951003701;Manacapuru;1302504;Amazonas
2022;1,4040270880316073;Manacapuru;1302504;Amazonas
2023;1,9188050138413713;Manacapuru;1302504;Amazonas
2000;13,828275108417223;Manaquiri;1302553;Amazonas
2001;1,904251806543283;Manaquiri;1302553;Amazonas
2002;1,904251806543283;Manaquiri;1302553;Amazonas
2003;2,0001822786435945;Manaquiri;1302553;Amazonas
2004;2,0001822786435945;Manaquiri;1302553;Amazonas
2005;0,9276315624123214;Manaquiri;1302553;Amazonas
2006;0,9276315624123214;Manaquiri;1302553;Amazonas
2007;0,5991957997680809;Manaquiri;1302553;Amazonas
2008;0,5991957997680809;Manaquiri;1302553;Amazonas
2009;0,3920867666423401;Manaquiri;1302553;Amazonas
2010;0,3920867666423401;Manaquiri;1302553;Amazonas
2011;0,1691637633354312;Manaquiri;1302553;Amazonas
2012;0,1691637633354312;Manaquiri;1302553;Amazonas
2013;0,1691637633354312;Manaquiri;1302553;Amazonas
2014;0;Manaquiri;1302553;Amazonas
2015;0,13709182303331036;Manaquiri;1302553;Amazonas
2016;0,13709182303331036;Manaquiri;1302553;Amazonas
2017;0,196731978245955;Manaquiri;1302553;Amazonas
2018;0,196731978245955;Manaquiri;1302553;Amazonas
2019;0,1170401487222152;Manaquiri;1302553;Amazonas
2020;1,1256339185531616;Manaquiri;1302553;Amazonas
2021;0,2303535112194409;Manaquiri;1302553;Amazonas
2022;0,5907696232075822;Manaquiri;1302553;Amazonas
2023;0,14498464388564145;Manaquiri;1302553;Amazonas
2000;1,0889336940828986;Manaus;1302603;Amazonas
2001;0,03997158081806269;Manaus;1302603;Amazonas
2002;0,03997158081806269;Manaus;1302603;Amazonas
2003;0,0539976865305331;Manaus;1302603;Amazonas
2004;0,0539976865305331;Manaus;1302603;Amazonas
2005;0,11644686778047172;Manaus;1302603;Amazonas
2006;0,11644686778047172;Manaus;1302603;Amazonas
2007;0,012753855824367147;Manaus;1302603;Amazonas
2008;0,012753855824367147;Manaus;1302603;Amazonas
2009;0,022009444002231322;Manaus;1302603;Amazonas
2010;0,022009444002231322;Manaus;1302603;Amazonas
2011;0,08517434364539259;Manaus;1302603;Amazonas
2012;0,08517434364539259;Manaus;1302603;Amazonas
2013;0,08517434364539259;Manaus;1302603;Amazonas
2014;0;Manaus;1302603;Amazonas
2015;0,006225770328661771;Manaus;1302603;Amazonas
2016;0,006225770328661771;Manaus;1302603;Amazonas
2017;0,014082964472201495;Manaus;1302603;Amazonas
2018;0,014082964472201495;Manaus;1302603;Amazonas
2019;0,029673850332296362;Manaus;1302603;Amazonas
2020;0,050410258663199745;Manaus;1302603;Amazonas
2021;0;Manaus;1302603;Amazonas
2022;0;Manaus;1302603;Amazonas
2023;0;Manaus;1302603;Amazonas
2000;26,087675047297815;Manicoré;1302702;Amazonas
2001;2,806604400212461;Manicoré;1302702;Amazonas
2002;2,806604400212461;Manicoré;1302702;Amazonas
2003;3,9383482437437247;Manicoré;1302702;Amazonas
2004;3,9383482437437247;Manicoré;1302702;Amazonas
2005;2,560570143355873;Manicoré;1302702;Amazonas
2006;2,560570143355873;Manicoré;1302702;Amazonas
2007;0,850357014484705;Manicoré;1302702;Amazonas
2008;0,850357014484705;Manicoré;1302702;Amazonas
2009;1,8824888486384777;Manicoré;1302702;Amazonas
2010;1,8824888486384777;Manicoré;1302702;Amazonas
2011;0,5993755370625939;Manicoré;1302702;Amazonas
2012;0,5993755370625939;Manicoré;1302702;Amazonas
2013;0,5993755370625939;Manicoré;1302702;Amazonas
2014;0,10122840595690838;Manicoré;1302702;Amazonas
2015;0,558322567000855;Manicoré;1302702;Amazonas
2016;0,558322567000855;Manicoré;1302702;Amazonas
2017;1,1724378511634688;Manicoré;1302702;Amazonas
2018;1,1724378511634688;Manicoré;1302702;Amazonas
2019;0,13944552819906852;Manicoré;1302702;Amazonas
2020;0,5038019213676104;Manicoré;1302702;Amazonas
2021;0,33102384837020965;Manicoré;1302702;Amazonas
2022;0,13305886758306193;Manicoré;1302702;Amazonas
2023;1,1081107406628201;Manicoré;1302702;Amazonas
2000;0;Maraã;1302801;Amazonas
2001;0;Maraã;1302801;Amazonas
2002;0;Maraã;1302801;Amazonas
2003;0;Maraã;1302801;Amazonas
2004;0;Maraã;1302801;Amazonas
2005;0;Maraã;1302801;Amazonas
2006;0;Maraã;1302801;Amazonas
2007;0,013111702699778325;Maraã;1302801;Amazonas
2008;0,013111702699778325;Maraã;1302801;Amazonas
2009;0;Maraã;1302801;Amazonas
2010;0;Maraã;1302801;Amazonas
2011;0;Maraã;1302801;Amazonas
2012;0;Maraã;1302801;Amazonas
2013;0;Maraã;1302801;Amazonas
2014;0;Maraã;1302801;Amazonas
2015;0;Maraã;1302801;Amazonas
2016;0;Maraã;1302801;Amazonas
2017;0;Maraã;1302801;Amazonas
2018;0;Maraã;1302801;Amazonas
2019;0,04512453987776302;Maraã;1302801;Amazonas
2020;0;Maraã;1302801;Amazonas
2021;0,054371194091116126;Maraã;1302801;Amazonas
2022;0;Maraã;1302801;Amazonas
2023;0;Maraã;1302801;Amazonas
2000;60,00655640402223;Maués;1302900;Amazonas
2001;5,112428555984236;Maués;1302900;Amazonas
2002;5,112428555984236;Maués;1302900;Amazonas
2003;5,061100337839305;Maués;1302900;Amazonas
2004;5,061100337839305;Maués;1302900;Amazonas
2005;4,944222313842169;Maués;1302900;Amazonas
2006;4,944222313842169;Maués;1302900;Amazonas
2007;0,9462703244267245;Maués;1302900;Amazonas
2008;0,9462703244267245;Maués;1302900;Amazonas
2009;1,3604761252013722;Maués;1302900;Amazonas
2010;1,3604761252013722;Maués;1302900;Amazonas
2011;2,672809445044379;Maués;1302900;Amazonas
2012;2,672809445044379;Maués;1302900;Amazonas
2013;2,672809445044379;Maués;1302900;Amazonas
2014;3,274593872626497;Maués;1302900;Amazonas
2015;0,4334280167122643;Maués;1302900;Amazonas
2016;0,4334280167122643;Maués;1302900;Amazonas
2017;0,6979778310704092;Maués;1302900;Amazonas
2018;0,6979778310704092;Maués;1302900;Amazonas
2019;5,941993881411465;Maués;1302900;Amazonas
2020;3,2169504512333185;Maués;1302900;Amazonas
2021;1,9783394552383637;Maués;1302900;Amazonas
2022;1,4846661115477096;Maués;1302900;Amazonas
2023;1,801814049965401;Maués;1302900;Amazonas
2000;16,096284594008488;Nhamundá;1303007;Amazonas
2001;11,109039905834448;Nhamundá;1303007;Amazonas
2002;11,109039905834448;Nhamundá;1303007;Amazonas
2003;1,6918485311864668;Nhamundá;1303007;Amazonas
2004;1,6918485311864668;Nhamundá;1303007;Amazonas
2005;4,577449308023365;Nhamundá;1303007;Amazonas
2006;4,577449308023365;Nhamundá;1303007;Amazonas
2007;0,7262752683222039;Nhamundá;1303007;Amazonas
2008;0,7262752683222039;Nhamundá;1303007;Amazonas
2009;0,5322933115344424;Nhamundá;1303007;Amazonas
2010;0,5322933115344424;Nhamundá;1303007;Amazonas
2011;0,362145790889485;Nhamundá;1303007;Amazonas
2012;0,362145790889485;Nhamundá;1303007;Amazonas
2013;0,362145790889485;Nhamundá;1303007;Amazonas
2014;0,9884508873612857;Nhamundá;1303007;Amazonas
2015;1,7890421789156317;Nhamundá;1303007;Amazonas
2016;1,7890421789156317;Nhamundá;1303007;Amazonas
2017;0,3451057290376464;Nhamundá;1303007;Amazonas
2018;0,3451057290376464;Nhamundá;1303007;Amazonas
2019;0,9889573041164074;Nhamundá;1303007;Amazonas
2020;2,2321232623669918;Nhamundá;1303007;Amazonas
2021;1,4038252841852163;Nhamundá;1303007;Amazonas
2022;1,421796439247716;Nhamundá;1303007;Amazonas
2023;0,8225233653641002;Nhamundá;1303007;Amazonas
2000;18,331046350057164;Nova Olinda do Norte;1303106;Amazonas
2001;1,1723163820637397;Nova Olinda do Norte;1303106;Amazonas
2002;1,1723163820637397;Nova Olinda do Norte;1303106;Amazonas
2003;0,6979898303174175;Nova Olinda do Norte;1303106;Amazonas
2004;0,6979898303174175;Nova Olinda do Norte;1303106;Amazonas
2005;1,1375541567217629;Nova Olinda do Norte;1303106;Amazonas
2006;1,1375541567217629;Nova Olinda do Norte;1303106;Amazonas
2007;0,47236813560042373;Nova Olinda do Norte;1303106;Amazonas
2008;0,47236813560042373;Nova Olinda do Norte;1303106;Amazonas
2009;0,45607408996477816;Nova Olinda do Norte;1303106;Amazonas
2010;0,45607408996477816;Nova Olinda do Norte;1303106;Amazonas
2011;0,08358817869756169;Nova Olinda do Norte;1303106;Amazonas
2012;0,08358817869756169;Nova Olinda do Norte;1303106;Amazonas
2013;0,08358817869756169;Nova Olinda do Norte;1303106;Amazonas
2014;0,3088989739544727;Nova Olinda do Norte;1303106;Amazonas
2015;0,6166781257018564;Nova Olinda do Norte;1303106;Amazonas
2016;0,6166781257018564;Nova Olinda do Norte;1303106;Amazonas
2017;0,7477256472496799;Nova Olinda do Norte;1303106;Amazonas
2018;0,7477256472496799;Nova Olinda do Norte;1303106;Amazonas
2019;0,5009572436330074;Nova Olinda do Norte;1303106;Amazonas
2020;0,6646369482127781;Nova Olinda do Norte;1303106;Amazonas
2021;0,5048501855421478;Nova Olinda do Norte;1303106;Amazonas
2022;1,0812502144661753;Nova Olinda do Norte;1303106;Amazonas
2023;0,7851959259870462;Nova Olinda do Norte;1303106;Amazonas
2000;0;Novo Airão;1303205;Amazonas
2001;0,00810955437417869;Novo Airão;1303205;Amazonas
2002;0,00810955437417869;Novo Airão;1303205;Amazonas
2003;0;Novo Airão;1303205;Amazonas
2004;0;Novo Airão;1303205;Amazonas
2005;0;Novo Airão;1303205;Amazonas
2006;0;Novo Airão;1303205;Amazonas
2007;0;Novo Airão;1303205;Amazonas
2008;0;Novo Airão;1303205;Amazonas
2009;0;Novo Airão;1303205;Amazonas
2010;0;Novo Airão;1303205;Amazonas
2011;0;Novo Airão;1303205;Amazonas
2012;0;Novo Airão;1303205;Amazonas
2013;0;Novo Airão;1303205;Amazonas
2014;0;Novo Airão;1303205;Amazonas
2015;0;Novo Airão;1303205;Amazonas
2016;0;Novo Airão;1303205;Amazonas
2017;0,010774280057131139;Novo Airão;1303205;Amazonas
2018;0,010774280057131139;Novo Airão;1303205;Amazonas
2019;0;Novo Airão;1303205;Amazonas
2020;0;Novo Airão;1303205;Amazonas
2021;0;Novo Airão;1303205;Amazonas
2022;0;Novo Airão;1303205;Amazonas
2023;0;Novo Airão;1303205;Amazonas
2000;12,791892740481368;Novo Aripuanã;1303304;Amazonas
2001;0,8593627119878365;Novo Aripuanã;1303304;Amazonas
2002;0,8593627119878365;Novo Aripuanã;1303304;Amazonas
2003;3,037166018688426;Novo Aripuanã;1303304;Amazonas
2004;3,037166018688426;Novo Aripuanã;1303304;Amazonas
2005;0,36970956345411904;Novo Aripuanã;1303304;Amazonas
2006;0,36970956345411904;Novo Aripuanã;1303304;Amazonas
2007;0,6940240873032648;Novo Aripuanã;1303304;Amazonas
