year;areakm;municipality;geocode_ibge;state
2008;0,6940240873032648;Novo Aripuanã;1303304;Amazonas
2009;0,07992505356014548;Novo Aripuanã;1303304;Amazonas
2010;0,07992505356014548;Novo Aripuanã;1303304;Amazonas
2011;0,49680069730565407;Novo Aripuanã;1303304;Amazonas
2012;0,49680069730565407;Novo Aripuanã;1303304;Amazonas
2013;0,49680069730565407;Novo Aripuanã;1303304;Amazonas
2014;0,011232493276487983;Novo Aripuanã;1303304;Amazonas
2015;0,2563062195997367;Novo Aripuanã;1303304;Amazonas
2016;0,2563062195997367;Novo Aripuanã;1303304;Amazonas
2017;1,6010353080168302;Novo Aripuanã;1303304;Amazonas
2018;1,6010353080168302;Novo Aripuanã;1303304;Amazonas
2019;0;Novo Aripuanã;1303304;Amazonas
2020;0,03282936335335154;Novo Aripuanã;1303304;Amazonas
2021;0,4950113358340287;Novo Aripuanã;1303304;Amazonas
2022;1,5750896383093551;Novo Aripuanã;1303304;Amazonas
2023;0,19781592305596252;Novo Aripuanã;1303304;Amazonas
2000;81,97642883406235;Parintins;1303403;Amazonas
2001;20,915064078438256;Parintins;1303403;Amazonas
2002;20,915064078438256;Parintins;1303403;Amazonas
2003;4,494908020201458;Parintins;1303403;Amazonas
2004;4,494908020201458;Parintins;1303403;Amazonas
2005;4,5152561692758075;Parintins;1303403;Amazonas
2006;4,5152561692758075;Parintins;1303403;Amazonas
2007;1,91830588623075;Parintins;1303403;Amazonas
2008;1,91830588623075;Parintins;1303403;Amazonas
2009;1,4341303537298131;Parintins;1303403;Amazonas
2010;1,4341303537298131;Parintins;1303403;Amazonas
2011;1,2044481990294573;Parintins;1303403;Amazonas
2012;1,2044481990294573;Parintins;1303403;Amazonas
2013;1,2044481990294573;Parintins;1303403;Amazonas
2014;4,208111077797179;Parintins;1303403;Amazonas
2015;1,035208846976075;Parintins;1303403;Amazonas
2016;1,035208846976075;Parintins;1303403;Amazonas
2017;1,1687681339276612;Parintins;1303403;Amazonas
2018;1,1687681339276612;Parintins;1303403;Amazonas
2019;1,0784015114234722;Parintins;1303403;Amazonas
2020;2,9784428355101946;Parintins;1303403;Amazonas
2021;3,753700096566323;Parintins;1303403;Amazonas
2022;1,9775168009970068;Parintins;1303403;Amazonas
2023;2,3947237779146255;Parintins;1303403;Amazonas
2000;0,015961243573523375;Pauini;1303502;Amazonas
2001;0;Pauini;1303502;Amazonas
2002;0;Pauini;1303502;Amazonas
2003;0,02221934398537199;Pauini;1303502;Amazonas
2004;0,02221934398537199;Pauini;1303502;Amazonas
2005;0,0124228937356576;Pauini;1303502;Amazonas
2006;0,0124228937356576;Pauini;1303502;Amazonas
2007;0;Pauini;1303502;Amazonas
2008;0;Pauini;1303502;Amazonas
2009;0;Pauini;1303502;Amazonas
2010;0;Pauini;1303502;Amazonas
2011;0,010086897067690073;Pauini;1303502;Amazonas
2012;0,010086897067690073;Pauini;1303502;Amazonas
2013;0,010086897067690073;Pauini;1303502;Amazonas
2014;0;Pauini;1303502;Amazonas
2015;0;Pauini;1303502;Amazonas
2016;0;Pauini;1303502;Amazonas
2017;0;Pauini;1303502;Amazonas
2018;0;Pauini;1303502;Amazonas
2019;0;Pauini;1303502;Amazonas
2020;0;Pauini;1303502;Amazonas
2021;0;Pauini;1303502;Amazonas
2022;0;Pauini;1303502;Amazonas
2023;0;Pauini;1303502;Amazonas
2000;0;Presidente Figueiredo;1303536;Amazonas
2001;0,056525761918206394;Presidente Figueiredo;1303536;Amazonas
2002;0,056525761918206394;Presidente Figueiredo;1303536;Amazonas
2003;0;Presidente Figueiredo;1303536;Amazonas
2004;0;Presidente Figueiredo;1303536;Amazonas
2005;0,01020899618255671;Presidente Figueiredo;1303536;Amazonas
2006;0,01020899618255671;Presidente Figueiredo;1303536;Amazonas
2007;0,009010784873400741;Presidente Figueiredo;1303536;Amazonas
2008;0,009010784873400741;Presidente Figueiredo;1303536;Amazonas
2009;0;Presidente Figueiredo;1303536;Amazonas
2010;0;Presidente Figueiredo;1303536;Amazonas
2011;0;Presidente Figueiredo;1303536;Amazonas
2012;0;Presidente Figueiredo;1303536;Amazonas
2013;0;Presidente Figueiredo;1303536;Amazonas
2014;0;Presidente Figueiredo;1303536;Amazonas
2015;0;Presidente Figueiredo;1303536;Amazonas
2016;0;Presidente Figueiredo;1303536;Amazonas
2017;0;Presidente Figueiredo;1303536;Amazonas
2018;0;Presidente Figueiredo;1303536;Amazonas
2019;0;Presidente Figueiredo;1303536;Amazonas
2020;0;Presidente Figueiredo;1303536;Amazonas
2021;0;Presidente Figueiredo;1303536;Amazonas
2022;0;Presidente Figueiredo;1303536;Amazonas
2023;0;Presidente Figueiredo;1303536;Amazonas
2000;0;Rio Preto da Eva;1303569;Amazonas
2001;0;Rio Preto da Eva;1303569;Amazonas
2002;0;Rio Preto da Eva;1303569;Amazonas
2003;0;Rio Preto da Eva;1303569;Amazonas
2004;0;Rio Preto da Eva;1303569;Amazonas
2005;0;Rio Preto da Eva;1303569;Amazonas
2006;0;Rio Preto da Eva;1303569;Amazonas
2007;0;Rio Preto da Eva;1303569;Amazonas
2008;0;Rio Preto da Eva;1303569;Amazonas
2009;0;Rio Preto da Eva;1303569;Amazonas
2010;0;Rio Preto da Eva;1303569;Amazonas
2011;0;Rio Preto da Eva;1303569;Amazonas
2012;0;Rio Preto da Eva;1303569;Amazonas
2013;0;Rio Preto da Eva;1303569;Amazonas
2014;0;Rio Preto da Eva;1303569;Amazonas
2015;0;Rio Preto da Eva;1303569;Amazonas
2016;0;Rio Preto da Eva;1303569;Amazonas
2017;0;Rio Preto da Eva;1303569;Amazonas
2018;0;Rio Preto da Eva;1303569;Amazonas
2019;0;Rio Preto da Eva;1303569;Amazonas
2020;0;Rio Preto da Eva;1303569;Amazonas
2021;0;Rio Preto da Eva;1303569;Amazonas
2022;0;Rio Preto da Eva;1303569;Amazonas
2023;0;Rio Preto da Eva;1303569;Amazonas
2000;0,3202361114375476;Santa Isabel do Rio Negro;1303601;Amazonas
2001;0,00927262679072385;Santa Isabel do Rio Negro;1303601;Amazonas
2002;0,00927262679072385;Santa Isabel do Rio Negro;1303601;Amazonas
2003;0,28158681199563595;Santa Isabel do Rio Negro;1303601;Amazonas
2004;0,28158681199563595;Santa Isabel do Rio Negro;1303601;Amazonas
2005;0;Santa Isabel do Rio Negro;1303601;Amazonas
2006;0;Santa Isabel do Rio Negro;1303601;Amazonas
2007;0,04382214731931816;Santa Isabel do Rio Negro;1303601;Amazonas
2008;0,04382214731931816;Santa Isabel do Rio Negro;1303601;Amazonas
2009;0,008948154529417973;Santa Isabel do Rio Negro;1303601;Amazonas
2010;0,008948154529417973;Santa Isabel do Rio Negro;1303601;Amazonas
2011;0,02290696538640226;Santa Isabel do Rio Negro;1303601;Amazonas
2012;0,02290696538640226;Santa Isabel do Rio Negro;1303601;Amazonas
2013;0,02290696538640226;Santa Isabel do Rio Negro;1303601;Amazonas
2014;0;Santa Isabel do Rio Negro;1303601;Amazonas
2015;0;Santa Isabel do Rio Negro;1303601;Amazonas
2016;0;Santa Isabel do Rio Negro;1303601;Amazonas
2017;0,009405243422416264;Santa Isabel do Rio Negro;1303601;Amazonas
2018;0,009405243422416264;Santa Isabel do Rio Negro;1303601;Amazonas
2019;0,13866910833423712;Santa Isabel do Rio Negro;1303601;Amazonas
2020;0,03816654532211613;Santa Isabel do Rio Negro;1303601;Amazonas
2021;0;Santa Isabel do Rio Negro;1303601;Amazonas
2022;0;Santa Isabel do Rio Negro;1303601;Amazonas
2023;0,014826896960991959;Santa Isabel do Rio Negro;1303601;Amazonas
2000;0;Santo Antônio do Içá;1303700;Amazonas
2001;0;Santo Antônio do Içá;1303700;Amazonas
2002;0;Santo Antônio do Içá;1303700;Amazonas
2003;0;Santo Antônio do Içá;1303700;Amazonas
2004;0;Santo Antônio do Içá;1303700;Amazonas
2005;0;Santo Antônio do Içá;1303700;Amazonas
2006;0;Santo Antônio do Içá;1303700;Amazonas
2007;0,02277975648508734;Santo Antônio do Içá;1303700;Amazonas
2008;0,02277975648508734;Santo Antônio do Içá;1303700;Amazonas
2009;0;Santo Antônio do Içá;1303700;Amazonas
2010;0;Santo Antônio do Içá;1303700;Amazonas
2011;0;Santo Antônio do Içá;1303700;Amazonas
2012;0;Santo Antônio do Içá;1303700;Amazonas
2013;0;Santo Antônio do Içá;1303700;Amazonas
2014;0;Santo Antônio do Içá;1303700;Amazonas
2015;0;Santo Antônio do Içá;1303700;Amazonas
2016;0;Santo Antônio do Içá;1303700;Amazonas
2017;0,005487693488057883;Santo Antônio do Içá;1303700;Amazonas
2018;0,005487693488057883;Santo Antônio do Içá;1303700;Amazonas
2019;0;Santo Antônio do Içá;1303700;Amazonas
2020;0;Santo Antônio do Içá;1303700;Amazonas
2021;0;Santo Antônio do Içá;1303700;Amazonas
2022;0;Santo Antônio do Içá;1303700;Amazonas
2023;0,012183380270154493;Santo Antônio do Içá;1303700;Amazonas
2000;8,142106215828155;Silves;1304005;Amazonas
2001;1,1104709000854929;Silves;1304005;Amazonas
2002;1,1104709000854929;Silves;1304005;Amazonas
2003;0,9983747758013084;Silves;1304005;Amazonas
2004;0,9983747758013084;Silves;1304005;Amazonas
2005;0,479574832438732;Silves;1304005;Amazonas
2006;0,479574832438732;Silves;1304005;Amazonas
2007;0,14176567360269518;Silves;1304005;Amazonas
2008;0,14176567360269518;Silves;1304005;Amazonas
2009;0,23882415056196513;Silves;1304005;Amazonas
2010;0,23882415056196513;Silves;1304005;Amazonas
2011;0,19426624029340225;Silves;1304005;Amazonas
2012;0,19426624029340225;Silves;1304005;Amazonas
2013;0,19426624029340225;Silves;1304005;Amazonas
2014;0,1992323411642229;Silves;1304005;Amazonas
2015;0,5444233912123471;Silves;1304005;Amazonas
2016;0,5444233912123471;Silves;1304005;Amazonas
2017;0,29691571041328657;Silves;1304005;Amazonas
2018;0,29691571041328657;Silves;1304005;Amazonas
2019;0,4329549597546841;Silves;1304005;Amazonas
2020;0,5912688068283023;Silves;1304005;Amazonas
2021;0,07375251534592919;Silves;1304005;Amazonas
2022;0,4695263953865232;Silves;1304005;Amazonas
2023;0,5324543912307218;Silves;1304005;Amazonas
2000;0,2886142655561411;São Gabriel da Cachoeira;1303809;Amazonas
2001;0,0051684588162565;São Gabriel da Cachoeira;1303809;Amazonas
2002;0,0051684588162565;São Gabriel da Cachoeira;1303809;Amazonas
2003;0,04777851032654389;São Gabriel da Cachoeira;1303809;Amazonas
2004;0,04777851032654389;São Gabriel da Cachoeira;1303809;Amazonas
2005;0;São Gabriel da Cachoeira;1303809;Amazonas
2006;0;São Gabriel da Cachoeira;1303809;Amazonas
2007;0,053565498218119616;São Gabriel da Cachoeira;1303809;Amazonas
2008;0,053565498218119616;São Gabriel da Cachoeira;1303809;Amazonas
2009;0,03089225492044902;São Gabriel da Cachoeira;1303809;Amazonas
2010;0,03089225492044902;São Gabriel da Cachoeira;1303809;Amazonas
2011;0,020188892568119003;São Gabriel da Cachoeira;1303809;Amazonas
2012;0,020188892568119003;São Gabriel da Cachoeira;1303809;Amazonas
2013;0,020188892568119003;São Gabriel da Cachoeira;1303809;Amazonas
2014;0,03029639967136273;São Gabriel da Cachoeira;1303809;Amazonas
2015;0,00635199901833856;São Gabriel da Cachoeira;1303809;Amazonas
2016;0,00635199901833856;São Gabriel da Cachoeira;1303809;Amazonas
2017;0;São Gabriel da Cachoeira;1303809;Amazonas
2018;0;São Gabriel da Cachoeira;1303809;Amazonas
2019;0,015128223949682575;São Gabriel da Cachoeira;1303809;Amazonas
2020;0;São Gabriel da Cachoeira;1303809;Amazonas
2021;0;São Gabriel da Cachoeira;1303809;Amazonas
2022;0;São Gabriel da Cachoeira;1303809;Amazonas
2023;0;São Gabriel da Cachoeira;1303809;Amazonas
2000;0,014184156811617516;São Paulo de Olivença;1303908;Amazonas
2001;0,009295821176752449;São Paulo de Olivença;1303908;Amazonas
2002;0,009295821176752449;São Paulo de Olivença;1303908;Amazonas
2003;0,007967877986587562;São Paulo de Olivença;1303908;Amazonas
2004;0,007967877986587562;São Paulo de Olivença;1303908;Amazonas
2005;0;São Paulo de Olivença;1303908;Amazonas
2006;0;São Paulo de Olivença;1303908;Amazonas
2007;0,011258924987290184;São Paulo de Olivença;1303908;Amazonas
2008;0,011258924987290184;São Paulo de Olivença;1303908;Amazonas
2009;0;São Paulo de Olivença;1303908;Amazonas
2010;0;São Paulo de Olivença;1303908;Amazonas
2011;0,0037348339642900973;São Paulo de Olivença;1303908;Amazonas
2012;0,0037348339642900973;São Paulo de Olivença;1303908;Amazonas
2013;0,0037348339642900973;São Paulo de Olivença;1303908;Amazonas
2014;0,010094696868680418;São Paulo de Olivença;1303908;Amazonas
2015;0,020828543994836305;São Paulo de Olivença;1303908;Amazonas
2016;0,020828543994836305;São Paulo de Olivença;1303908;Amazonas
2017;0,061024114564855195;São Paulo de Olivença;1303908;Amazonas
2018;0,061024114564855195;São Paulo de Olivença;1303908;Amazonas
2019;0,03665122314175272;São Paulo de Olivença;1303908;Amazonas
2020;0,02822452702261135;São Paulo de Olivença;1303908;Amazonas
2021;0;São Paulo de Olivença;1303908;Amazonas
2022;0,010871557015374303;São Paulo de Olivença;1303908;Amazonas
2023;0,13461332175224613;São Paulo de Olivença;1303908;Amazonas
2000;1,2070459652774754;São Sebastião do Uatumã;1303957;Amazonas
2001;0,3238199959861558;São Sebastião do Uatumã;1303957;Amazonas
2002;0,3238199959861558;São Sebastião do Uatumã;1303957;Amazonas
2003;0,35947104285154374;São Sebastião do Uatumã;1303957;Amazonas
2004;0,35947104285154374;São Sebastião do Uatumã;1303957;Amazonas
2005;0,09606763518646622;São Sebastião do Uatumã;1303957;Amazonas
2006;0,09606763518646622;São Sebastião do Uatumã;1303957;Amazonas
2007;0,0494074061350662;São Sebastião do Uatumã;1303957;Amazonas
2008;0,0494074061350662;São Sebastião do Uatumã;1303957;Amazonas
2009;0,07332828532272465;São Sebastião do Uatumã;1303957;Amazonas
2010;0,07332828532272465;São Sebastião do Uatumã;1303957;Amazonas
2011;0,02829642611479376;São Sebastião do Uatumã;1303957;Amazonas
2012;0,02829642611479376;São Sebastião do Uatumã;1303957;Amazonas
2013;0,02829642611479376;São Sebastião do Uatumã;1303957;Amazonas
2014;0,14422881510798088;São Sebastião do Uatumã;1303957;Amazonas
2015;0;São Sebastião do Uatumã;1303957;Amazonas
2016;0;São Sebastião do Uatumã;1303957;Amazonas
2017;0;São Sebastião do Uatumã;1303957;Amazonas
2018;0;São Sebastião do Uatumã;1303957;Amazonas
2019;0,025776199117350098;São Sebastião do Uatumã;1303957;Amazonas
2020;0,04144927341110398;São Sebastião do Uatumã;1303957;Amazonas
2021;0,028392129318810067;São Sebastião do Uatumã;1303957;Amazonas
2022;0,06734214319815318;São Sebastião do Uatumã;1303957;Amazonas
2023;0,028983285641229387;São Sebastião do Uatumã;1303957;Amazonas
2000;0;Tabatinga;1304062;Amazonas
2001;0;Tabatinga;1304062;Amazonas
2002;0;Tabatinga;1304062;Amazonas
2003;0;Tabatinga;1304062;Amazonas
2004;0;Tabatinga;1304062;Amazonas
2005;0;Tabatinga;1304062;Amazonas
2006;0;Tabatinga;1304062;Amazonas
2007;0;Tabatinga;1304062;Amazonas
2008;0;Tabatinga;1304062;Amazonas
2009;0;Tabatinga;1304062;Amazonas
2010;0;Tabatinga;1304062;Amazonas
2011;0;Tabatinga;1304062;Amazonas
2012;0;Tabatinga;1304062;Amazonas
2013;0;Tabatinga;1304062;Amazonas
2014;0;Tabatinga;1304062;Amazonas
2015;0;Tabatinga;1304062;Amazonas
2016;0;Tabatinga;1304062;Amazonas
2017;0;Tabatinga;1304062;Amazonas
2018;0;Tabatinga;1304062;Amazonas
2019;0;Tabatinga;1304062;Amazonas
2020;0;Tabatinga;1304062;Amazonas
2021;0;Tabatinga;1304062;Amazonas
2022;0;Tabatinga;1304062;Amazonas
2023;0;Tabatinga;1304062;Amazonas
2000;1,6927042113151631;Tapauá;1304104;Amazonas
2001;0,23479937699562817;Tapauá;1304104;Amazonas
2002;0,23479937699562817;Tapauá;1304104;Amazonas
2003;0,2684282504960782;Tapauá;1304104;Amazonas
2004;0,2684282504960782;Tapauá;1304104;Amazonas
2005;2,4921395938148017;Tapauá;1304104;Amazonas
2006;2,4921395938148017;Tapauá;1304104;Amazonas
2007;1,10856584262678;Tapauá;1304104;Amazonas
2008;1,10856584262678;Tapauá;1304104;Amazonas
2009;0,5080117291722996;Tapauá;1304104;Amazonas
2010;0,5080117291722996;Tapauá;1304104;Amazonas
2011;0,933274524630714;Tapauá;1304104;Amazonas
2012;0,933274524630714;Tapauá;1304104;Amazonas
2013;0,933274524630714;Tapauá;1304104;Amazonas
2014;0,1248525993308558;Tapauá;1304104;Amazonas
2015;0,09030452140217901;Tapauá;1304104;Amazonas
2016;0,09030452140217901;Tapauá;1304104;Amazonas
2017;0,06793132163578218;Tapauá;1304104;Amazonas
2018;0,06793132163578218;Tapauá;1304104;Amazonas
2019;0,7249056437654011;Tapauá;1304104;Amazonas
2020;0,1372818034857458;Tapauá;1304104;Amazonas
2021;0,45489054902282045;Tapauá;1304104;Amazonas
2022;0;Tapauá;1304104;Amazonas
2023;0,6735467228160166;Tapauá;1304104;Amazonas
2000;0,5317718319387442;Tefé;1304203;Amazonas
2001;0,20762718300674138;Tefé;1304203;Amazonas
2002;0,20762718300674138;Tefé;1304203;Amazonas
2003;0,1380006593000679;Tefé;1304203;Amazonas
2004;0,1380006593000679;Tefé;1304203;Amazonas
2005;0,08924952208608582;Tefé;1304203;Amazonas
2006;0,08924952208608582;Tefé;1304203;Amazonas
2007;0,016577419849417203;Tefé;1304203;Amazonas
2008;0,016577419849417203;Tefé;1304203;Amazonas
2009;0,09934488448135217;Tefé;1304203;Amazonas
2010;0,09934488448135217;Tefé;1304203;Amazonas
2011;0,04636461310094349;Tefé;1304203;Amazonas
2012;0,04636461310094349;Tefé;1304203;Amazonas
2013;0,04636461310094349;Tefé;1304203;Amazonas
2014;0,3183406482818905;Tefé;1304203;Amazonas
2015;0,0628902806087338;Tefé;1304203;Amazonas
2016;0,0628902806087338;Tefé;1304203;Amazonas
2017;0,06137148378724434;Tefé;1304203;Amazonas
2018;0,06137148378724434;Tefé;1304203;Amazonas
2019;0,022126466555363194;Tefé;1304203;Amazonas
2020;0;Tefé;1304203;Amazonas
2021;0,07442943077379667;Tefé;1304203;Amazonas
2022;0,1522418404051192;Tefé;1304203;Amazonas
2023;0,02040082992964858;Tefé;1304203;Amazonas
2000;1,288194237135863;Tonantins;1304237;Amazonas
2001;0,15632135749562315;Tonantins;1304237;Amazonas
2002;0,15632135749562315;Tonantins;1304237;Amazonas
2003;0,09112124918570305;Tonantins;1304237;Amazonas
2004;0,09112124918570305;Tonantins;1304237;Amazonas
2005;0,03242871604724319;Tonantins;1304237;Amazonas
2006;0,03242871604724319;Tonantins;1304237;Amazonas
2007;0,017842400513162854;Tonantins;1304237;Amazonas
2008;0,017842400513162854;Tonantins;1304237;Amazonas
2009;0,027166742388119537;Tonantins;1304237;Amazonas
2010;0,027166742388119537;Tonantins;1304237;Amazonas
2011;0;Tonantins;1304237;Amazonas
2012;0;Tonantins;1304237;Amazonas
2013;0;Tonantins;1304237;Amazonas
2014;0,214439553507639;Tonantins;1304237;Amazonas
2015;0,031617737765672296;Tonantins;1304237;Amazonas
2016;0,031617737765672296;Tonantins;1304237;Amazonas
2017;0,06170444536629162;Tonantins;1304237;Amazonas
2018;0,06170444536629162;Tonantins;1304237;Amazonas
2019;0,0788986596653635;Tonantins;1304237;Amazonas
2020;0,02335801536036927;Tonantins;1304237;Amazonas
2021;0,04311918593784143;Tonantins;1304237;Amazonas
2022;0;Tonantins;1304237;Amazonas
2023;0,24939396843178174;Tonantins;1304237;Amazonas
2000;0,36816448948248803;Uarini;1304260;Amazonas
2001;0,005140365332484245;Uarini;1304260;Amazonas
2002;0,005140365332484245;Uarini;1304260;Amazonas
2003;0;Uarini;1304260;Amazonas
2004;0;Uarini;1304260;Amazonas
2005;0,023474111232367315;Uarini;1304260;Amazonas
2006;0,023474111232367315;Uarini;1304260;Amazonas
2007;0;Uarini;1304260;Amazonas
2008;0;Uarini;1304260;Amazonas
2009;0,010360591015016078;Uarini;1304260;Amazonas
2010;0,010360591015016078;Uarini;1304260;Amazonas
2011;0;Uarini;1304260;Amazonas
2012;0;Uarini;1304260;Amazonas
2013;0;Uarini;1304260;Amazonas
2014;0;Uarini;1304260;Amazonas
2015;0;Uarini;1304260;Amazonas
2016;0;Uarini;1304260;Amazonas
2017;0;Uarini;1304260;Amazonas
2018;0;Uarini;1304260;Amazonas
2019;0;Uarini;1304260;Amazonas
2020;0;Uarini;1304260;Amazonas
2021;0;Uarini;1304260;Amazonas
2022;0,02084080605226204;Uarini;1304260;Amazonas
2023;0,046322439355074685;Uarini;1304260;Amazonas
2000;21,249220612810095;Urucará;1304302;Amazonas
2001;4,63551483909275;Urucará;1304302;Amazonas
2002;4,63551483909275;Urucará;1304302;Amazonas
2003;3,0280297142889014;Urucará;1304302;Amazonas
2004;3,0280297142889014;Urucará;1304302;Amazonas
2005;2,092468945728906;Urucará;1304302;Amazonas
2006;2,092468945728906;Urucará;1304302;Amazonas
2007;0,9302567603807164;Urucará;1304302;Amazonas
2008;0,9302567603807164;Urucará;1304302;Amazonas
2009;1,456551294559896;Urucará;1304302;Amazonas
2010;1,456551294559896;Urucará;1304302;Amazonas
2011;0,6522882547875671;Urucará;1304302;Amazonas
2012;0,6522882547875671;Urucará;1304302;Amazonas
2013;0,6522882547875671;Urucará;1304302;Amazonas
2014;1,618529421097613;Urucará;1304302;Amazonas
2015;0,14541445292347635;Urucará;1304302;Amazonas
2016;0,14541445292347635;Urucará;1304302;Amazonas
2017;0,3456780941759947;Urucará;1304302;Amazonas
2018;0,3456780941759947;Urucará;1304302;Amazonas
2019;0,9826107277573483;Urucará;1304302;Amazonas
2020;1,5470729402298644;Urucará;1304302;Amazonas
2021;0,5097772688428284;Urucará;1304302;Amazonas
2022;0,8365587806395967;Urucará;1304302;Amazonas
2023;0,4571476765010397;Urucará;1304302;Amazonas
2000;51,032639051554206;Urucurituba;1304401;Amazonas
2001;6,870175229619304;Urucurituba;1304401;Amazonas
2002;6,870175229619304;Urucurituba;1304401;Amazonas
2003;4,3715918394384365;Urucurituba;1304401;Amazonas
2004;4,3715918394384365;Urucurituba;1304401;Amazonas
2005;3,7680654081000418;Urucurituba;1304401;Amazonas
2006;3,7680654081000418;Urucurituba;1304401;Amazonas
2007;0,5088985996898739;Urucurituba;1304401;Amazonas
2008;0,5088985996898739;Urucurituba;1304401;Amazonas
2009;1,8859039483460502;Urucurituba;1304401;Amazonas
2010;1,8859039483460502;Urucurituba;1304401;Amazonas
2011;1,585640074275156;Urucurituba;1304401;Amazonas
2012;1,585640074275156;Urucurituba;1304401;Amazonas
2013;1,585640074275156;Urucurituba;1304401;Amazonas
2014;5,931332208692249;Urucurituba;1304401;Amazonas
2015;1,0264590649590797;Urucurituba;1304401;Amazonas
2016;1,0264590649590797;Urucurituba;1304401;Amazonas
2017;0,772715397134568;Urucurituba;1304401;Amazonas
2018;0,772715397134568;Urucurituba;1304401;Amazonas
2019;3,021160207370497;Urucurituba;1304401;Amazonas
2020;4,106294031873695;Urucurituba;1304401;Amazonas
2021;0,8157730670894769;Urucurituba;1304401;Amazonas
2022;2,775580113795572;Urucurituba;1304401;Amazonas
2023;1,9195625687349787;Urucurituba;1304401;Amazonas
